id,translatedSet,src,tgt
9832,Test User 1601 | A Helping Hand MT L4 | Hindi -> English,मैं,Me 
9831,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,ऊदबिलाव बनने के गुण,The qualities of becoming an Otter.
9830,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,तैरना सीखो,Learn to swim.
9829,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,अच्छे तरीके से तैरना सीखो,Learn to swim well.
9828,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,ऐसा कि मछली पकड़ सको और किसी भी तरह के खतरे से बच सको,So that you can catch fish and avoid any kind of danger.
9827,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,इसमें तुम्हारे झिल्लीदार पैर और लंबी चप्पू जैसी पूँछ तुम्हारी मदद करेगी,Your webbed feet and long paddle tail will help you in this.
9826,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,अपनी रोएँदार खाल का ध्यान रखो,Take care of your furry skin.
9825,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,यह पानी को अन्दर नहीं जाने देता जिससे ठंडे पानी में तैरते समय भी तुम्हें गर्माहट महसूस होती है,"It does not allow water to enter, which makes you feel warm even when swimming in cold water."
9824,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,मछलियों के बारे में जानना ज़रूरी है,It's important to know about fish.
9823,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,धीरे - धीरे तुम्हें मछलियों की गंध और बदबूदार मछलियाँ भी अच्छी लगने लगेंगी,Gradually you will like the smell of fish and even smelly fish too.
9822,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,तुम्हें पानी में छोटी मछलियाँ और बड़ी मछलियाँ मिलेंगी,You will find small fish and big fish in the water.
9821,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,ऐसी मछलियाँ भी तुम देखोगे जो साँप की तरह लगती हैं,You will also see fish which will look like snakes.
9820,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,यहाँ तक कि कुछ ऐसी भी होंगी जिनकी बिल्ली की तरह मूँछे होती हैं,There will even be some who have moustaches like a cat.
9819,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,सभी मछलियों को पकड़ना आसान नहीं है,It's not easy to catch all the fish.
9818,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,"पर याद रखो , कभी भी मरी हुई मछली को मत खाना","But remember, never eat a dead fish."
9817,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,नदी तुम्हारा घर है,river is your home
9816,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,"यहीं , नदी के तट पर , तुम अपने परिवार के लिए माँद खोदोगे","Right here, on the banks of the river, you will dig the den for your family."
9815,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,"एक परिवार की तरह , तुम एक समूह में रहोगे",You will live in a group just like a family.
9814,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,तुम एक साथ शिकार करोगे और खेलोगे,You will hunt together and play together.
9813,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,तुम एक - दूसरे की रक्षा भी करोगे,You will also protect each other.
9812,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,घर के बड़े बच्चों की रक्षा करेंगे,will protect the elder children of the house.
9811,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,"अपने बड़ों की बात सुनो , क्योंकि नदी के बारे में उन्हें सब कुछ पता है",Listen to your elders because they know everything about the river.
9810,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,नदी तुम्हारा खेल का मैदान भी है,The river is also your playground.
9809,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,"यहाँ तुम्हारे खोदने के लिए रेत है , छिपने के लिए बहुत सारी जगहें हैं",There is sand for you to dig and many places to hide.
9808,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,चट्टानें भी हैं जिन पर लेट कर तुम झपकी ले सकते हो,There are also rocks on which you can lie down and take a nap.
9807,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,"नदी में और प्राणी भी होंगे , तुम्हें उनके साथ रहना सीखना होगा",There will be more animals in the river. You have to learn to live with them.
9806,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,"तुम्हारे साथ नदी में विशाल बगुले , शर्मीले कछुए , अजीब से दिखने वाले हवासील , शांत रहने वाली बत्तखें और मनमौजी दुष्ट मगरमच्छ भी होंगे","You will be accompanied by giant herons, shy turtles, strange-looking pelicans, quiet ducks and moody evil crocodiles in the river."
9805,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,दुष्ट मगरमच्छों को अकेले रहना पसंद है,Evil crocodiles like to be alone.
9804,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,उन्हें परेशान मत करना,Don't trouble them.
9803,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,"मछुआरा तुम्हारा मित्र हो सकता है , पर उसके जाल से बचकर रहना",Fisherman can be your friend but you must beware of his net.
9802,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,"अपने परिवार के भरण - पोषण के लिए , हमारी ही तरह मछुआरे को भी मछलियों की ज़रूरत होती है",Fishermen also need fishes just like us to take care of their families.
9801,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,उनसे दूर ही रहना और फिर वह तुमसे दूर रहेगा,Stay away from them and then they will stay away from you.
9800,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,ऐसी किसी भी चीज़ से दूर रहना जो नदी में नहीं रहती - वह तुमको पकड़ने के लिए बिछाया कोई जाल हो सकता है,Stay away from anything that does not live in the river as it could be a trap laid to catch you.
9799,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,"किसी भी चमकती , धातु की वस्तु के पास मत जाना या कौतुहलवश उसे छूने की कोशिश मत करना","Don't go near any flashy, metal object or try to touch it out of curiosity."
9798,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,नदी के जीवन में बदलाव आते रहते हैं,Changes appear in the life of a river.
9797,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,"हो सकता है कल तुम्हारे पसंदीदा रेतीले तट गायब हो जाएँ , वैसे ही जैसे हो सकता है , वे बारिश के मौसम में वापस दिखने लगें","Maybe your favourite sandy beaches disappear tomorrow, just as they might appear back again in the rainy season."
9796,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,तुमको बहुत शीघ्रता से सब सीखना होगा और अपनी सूझबूझ पर भरोसा रखना होगा,You have to learn everything very quickly and trust your understanding.
9795,Test User 1601 | How to be an Otter MT L3 | Hindi -> English,"याद रखो , नदी हमेशा तुम्हारा घर रहेगी","Remember, the river will always be your home."
9794,Test User 1601 | All Aboard MT L2 | Hindi -> English,नीना पहली बार रेल से सफ़र करने जा रही है,Neena was going to travel in train for the first time.
9793,Test User 1601 | All Aboard MT L2 | Hindi -> English,लेकिन वह ज़रा भी ख़ुश नहीं है,But she is not happy at all.
9792,Test User 1601 | All Aboard MT L2 | Hindi -> English,"उसका परिवार कोलकता से दिल्ली जा रहा है , क्योंकि उन्हें अब वहीं रहना है",Their family is moving from Kolkata to Delhi as now they will be living there only.
9791,Test User 1601 | All Aboard MT L2 | Hindi -> English,क्या हमें सचमुच यहाँ से जाना ही पड़ेगा,Do we really have to go from here?
9790,Test User 1601 | All Aboard MT L2 | Hindi -> English,नीना ने पूछा,Neena asked.
9789,Test User 1601 | All Aboard MT L2 | Hindi -> English,मेरे सारे दोस्तों - सहेलियों को मेरी याद ज़रूर आयेगी,All my friends will surely miss me.
9788,Test User 1601 | All Aboard MT L2 | Hindi -> English,यहाँ जैसे बढ़िया पुचके मुझे कहाँ मिलेंगे,Where am I going to get such tasty phoochkas?
9787,Test User 1601 | All Aboard MT L2 | Hindi -> English,"बाबा , आप कोलकाता में ही कोई दूसरी नौकरी क्यों नहीं ढूँढ लेते","Baba, why don't you find another job in Kolkata itself?"
9786,Test User 1601 | All Aboard MT L2 | Hindi -> English,"परेशान मत हो , नीना , बाबा बोले","""Don't worry, Neena, Baba said."
9785,Test User 1601 | All Aboard MT L2 | Hindi -> English,तुम्हें नये साथी - सहेली मिल जाएंगे और नया पुचकेवाला भी मिल जायेगा,You will be able to find new friends and a new phoochkawaala too.
9784,Test User 1601 | All Aboard MT L2 | Hindi -> English,लेकिन नीना कुछ भी सुनने को तैयार ही नहीं है,But she is not ready to hear anything . 
9783,Test User 1601 | All Aboard MT L2 | Hindi -> English,रेलगाड़ी में माँ और बाबा ने उसे मनाने की बहुत कोशिश की,Maa and Baba tried their best to convince her on the train.
9782,Test User 1601 | All Aboard MT L2 | Hindi -> English,कप वाली आइसक्रीम लेगी,Will you have an ice-cream cup?
9781,Test User 1601 | All Aboard MT L2 | Hindi -> English,कोन वाली आइसक्रीम खाएगी,Will you have an ice-cream cone?
9780,Test User 1601 | All Aboard MT L2 | Hindi -> English,डंडी वाली आइसक्रीम चाहिए,I want a popsicle.
9779,Test User 1601 | All Aboard MT L2 | Hindi -> English,खीरा खाएगी,Will you have a cucumber.
9778,Test User 1601 | All Aboard MT L2 | Hindi -> English,टॉफ़ी,Toffee
9777,Test User 1601 | All Aboard MT L2 | Hindi -> English,नहीं,No 
9776,Test User 1601 | All Aboard MT L2 | Hindi -> English,मैंने मना किया न,I refuse.
9775,Test User 1601 | All Aboard MT L2 | Hindi -> English,नीना ने न में सिर हिलाते हुए कहा,Neena shook her head in disagreement.
9774,Test User 1601 | All Aboard MT L2 | Hindi -> English,माँ और बाबा को कुछ समझ में नहीं आ रहा था कि वह और क्या कर सकते हैं,Maa and Baba could not understand what else they could do?
9773,Test User 1601 | All Aboard MT L2 | Hindi -> English,फिर बाबा मुस्कराए,Then baba smiled.
9772,Test User 1601 | All Aboard MT L2 | Hindi -> English,मैं देख रहा हूँ,I 'm looking at 
9771,Test User 1601 | All Aboard MT L2 | Hindi -> English,बाबा ने कहना शुरू किया,Baba started saying 
9770,Test User 1601 | All Aboard MT L2 | Hindi -> English,ओह,Oh 
9769,Test User 1601 | All Aboard MT L2 | Hindi -> English,"मेरा पसंदीदा खेल , माँ बोली","My favourite game, Maa said."
9768,Test User 1601 | All Aboard MT L2 | Hindi -> English,"मुझे कुछ दिखाई दे रहा है जिसका रंग भूरा है , बाबा ने कहा","I see something brown, Baba said."
9767,Test User 1601 | All Aboard MT L2 | Hindi -> English,मेरे जूते,My shoes 
9766,Test User 1601 | All Aboard MT L2 | Hindi -> English,पहाड़ियाँ,Mountains  
9765,Test User 1601 | All Aboard MT L2 | Hindi -> English,सूटकेस,Suitcase 
9764,Test User 1601 | All Aboard MT L2 | Hindi -> English,माँ ने पूछा,Maa asked.
9763,Test User 1601 | All Aboard MT L2 | Hindi -> English,सही जवाब है सूटकेस,a The right answer is suitcase.
9762,Test User 1601 | All Aboard MT L2 | Hindi -> English,बाबा तालियाँ बजाते हुए बोले,Baba said with applause.
9761,Test User 1601 | All Aboard MT L2 | Hindi -> English,नीना ने किताब नीचे रख दी और उनकी बातें सुनने लगी,Neena put her book down and started listening to them.
9760,Test User 1601 | All Aboard MT L2 | Hindi -> English,"अब मेरी बारी है , माँ ने कहा","Now it is my turn, said Maa."
9759,Test User 1601 | All Aboard MT L2 | Hindi -> English,मुझे पीला - पीला कुछ दिख रहा है,I can see something yellow.
9758,Test User 901 | Turtle Story MT L4 | Hindi -> English,कछुआ,Turtle 
9757,Test User 901 | Turtle Story MT L4 | Hindi -> English,सुबह जब मेरी आँख खुली तो आसमान में सूरज चम - चम चमक रहा था,"When my eyes opened in the morning , the sun was shining brightly in the sky"
9756,Test User 901 | Turtle Story MT L4 | Hindi -> English,हैरान होकर मैंने अपने आसपास देखा,Surprised I looked around me 
9755,Test User 901 | Turtle Story MT L4 | Hindi -> English,पहले तो चकरा गई कि मैं हूँ कहाँ फिर एकदम याद आया कि मैं एक छोटा सा समुद्री कछुआ हूँ - एक ऑलिव रिडले,At first I got confused where I am and then I remembered that I am a small sea turtle - an olive ridley
9754,Test User 901 | Turtle Story MT L4 | Hindi -> English,"एक असीम नीले संसार के बीचोंबीच , जिसे लोग सागर कहते हैं"," In the middle of an infinitely blue world , which is called the sea by the people"
9753,Test User 901 | Turtle Story MT L4 | Hindi -> English,"चारों ओर नीला , हरा पानी लहरा रहा था और सूरज की किरणें बादलों के साथ खेल - ठिठोली कर रही थीं","Blue, green water was blowing all around and the rays of sun were playing with the clouds."
9752,Test User 901 | Turtle Story MT L4 | Hindi -> English,मैनें अपने मीनपक्षों ( फ़्लिपर ) १ को पेट त¬ले समेटा और धारा में बह निकली,I put my flipper 1 under my belly and flowed into the stream
9751,Test User 901 | Turtle Story MT L4 | Hindi -> English,मुझे नहीं मालूम था कि मैं कहाँ हूँ,I did'nt know where i was.
9750,Test User 901 | Turtle Story MT L4 | Hindi -> English,लेकिन जब आसपास नर्म - नर्म धूप बिछी हो और पेटपूजा हो चुकी हो तो ऐसी बातों की क्या चिंता,But when soft sunlight is spread around and stomach is full then why to worry about such things
9749,Test User 901 | Turtle Story MT L4 | Hindi -> English,गुनगुनी धूप में मैं भी गुनगुनी हो गई,i was warm in the warm sunlight.
9748,Test User 901 | Turtle Story MT L4 | Hindi -> English,एक नई स्फूर्ति आ गई थी मुझमें,i felt a new spirit in me.
9747,Test User 901 | Turtle Story MT L4 | Hindi -> English,काश कि मैं हमेशा - हमेशा के लिए यहीं रह सकती - सोच ही रही थी कि मछलियों का एक झुंड मेरे पास होकर तेज़ी से निकला,I was thinking that  I wish I could stay here forever when a flock of fish quickly passed by me
9746,Test User 901 | Turtle Story MT L4 | Hindi -> English,एक बहुत बड़ी मछली उनके पीछे पड़ी थी,A very big fish was after them
9745,Test User 901 | Turtle Story MT L4 | Hindi -> English,बहुत भूखी लगती थी वह,She looked very hungry
9744,Test User 901 | Turtle Story MT L4 | Hindi -> English,मेरा शक सही था,My suspicion was correct
9743,Test User 901 | Turtle Story MT L4 | Hindi -> English,जब उसकी नज़र मुझ पर पड़ी तो उसकी बाँछें खिल गईं,When he saw me he felt happy
9742,Test User 901 | Turtle Story MT L4 | Hindi -> English,भई वाह,Well 
9741,Test User 901 | Turtle Story MT L4 | Hindi -> English,आज तो नन्हे कछुए का शोरबा मिलेगा खाने में,Today there will be a little turtle broth to eat
9740,Test User 901 | Turtle Story MT L4 | Hindi -> English,शायद वह यही सोच रही थी,May be she was thinking that
9739,Test User 901 | Turtle Story MT L4 | Hindi -> English,१ ( फ़्लिपर ) कछुए के पर जिनके सहारे वह पानी में तैरता है,Turtle feet is like one flipper which helps him to float in water
9738,Test User 901 | Turtle Story MT L4 | Hindi -> English,तब तो मानो मैं सर पर पैर रख कर तैरने लगी,"At that time, as if I had put my feet on my head and started swimming."
9737,Test User 901 | Turtle Story MT L4 | Hindi -> English,आगे - आगे मैं और पीछे - पीछे बड़े - बड़े दाँतों का वह जबड़ा,That jaw of big teeth was behind me
9736,Test User 901 | Turtle Story MT L4 | Hindi -> English,तैरते - तैरते थक गई थी मैं,I was tired of swimming
9735,Test User 901 | Turtle Story MT L4 | Hindi -> English,तभी मुझे समुद्री शैवाल का एक बेड़ा दिखाई दिया,Then I saw a fleet of marine algae
9734,Test User 901 | Turtle Story MT L4 | Hindi -> English,शैवाल और बहती हुई लकड़ी का यह बेड़ा न जाने कहाँ से चला आ रहा है,Don't know from where this fleet of algae and wood is 
9733,Test User 901 | Turtle Story MT L4 | Hindi -> English,"इस बेड़े पर समुद्र में रहने वाले छोटे - बड़े जीव - जंतु सवार रहते हैं , वर्षों सागर की सैर करते हैं जैसे किसी ख़ास वक्त का इंतज़ार कर रहे हों","There are small and large creatures living in the sea, riding the ocean for years as if waiting for a particular time."
9732,Test User 901 | Turtle Story MT L4 | Hindi -> English,मैंने राहत की साँस ली और चढ़ गई बेड़े पर,I breathed a sigh of relief and boarded the fleet
9731,Test User 901 | Turtle Story MT L4 | Hindi -> English,इस बेड़े पर मैं सालों - साल रहने वाली थी - सुखी और सुरक्षित,I was going to be on this fleet for years - happy and safe
9730,Test User 901 | Turtle Story MT L4 | Hindi -> English,बेड़े पर मेरा जीवन किसी विश्व - यात्रा से कम नहीं था,My life on the fleet was nothing less than a world tour.
9729,Test User 901 | Turtle Story MT L4 | Hindi -> English,बहुत मज़ा आ रहा था,It was a lot of fun
9728,Test User 901 | Turtle Story MT L4 | Hindi -> English,लेकिन अब मैं बड़ी भी तो हो रही थी,But now I was growing also
9727,Test User 901 | Turtle Story MT L4 | Hindi -> English,बाहर की दुनिया की सैर करना चाहती थी,Wanted to travel the outside world
9726,Test User 901 | Turtle Story MT L4 | Hindi -> English,प्रवालभित्ति या रीफ़ के बारे में मैंने कैसी - कैसी मज़ेदार कहानियाँ सुनी थीं,I have heard many interesting stories about the Coral reef
9725,Test User 901 | Turtle Story MT L4 | Hindi -> English,बहुत सारे कछुए रहते थे वहाँ,A lot of turtles used to live there
9724,Test User 901 | Turtle Story MT L4 | Hindi -> English,सब कहते थे कि रीफ़ सागर का परीलोक है,Everyone used to say that reef is the fairy land of ocean
9723,Test User 901 | Turtle Story MT L4 | Hindi -> English,"कितने ही रंग - बिरंगे , चमकीले प्राणियों का घर - क्लाउन मछली जैसे प्यारे और स्कॉरपियन मछली जैसे ज़हरीले जंतु रहते थे वहाँ","The house of so many colourful, shiny creatures - some sweet like the Clown fish, some poisonous like the Scorpion fish lived there"
9722,Test User 901 | Turtle Story MT L4 | Hindi -> English,लेकिन मुझे कैसे पता चलेगा कि वह कहाँ है,But how will I get to know where it is
9721,Test User 901 | Turtle Story MT L4 | Hindi -> English,फिर एकाएक अँधेरा छा गया,Then all of sudden it went dark
9720,Test User 901 | Turtle Story MT L4 | Hindi -> English,एक बहुत बड़ी छाया ने मुझे ढक लिया,A big shadow covered me
9719,Test User 901 | Turtle Story MT L4 | Hindi -> English,डर के मारे मैंने ऊपर देखा,I looked up with fright
9718,Test User 901 | Turtle Story MT L4 | Hindi -> English,वह एक विशालकाय कछुआ था - इतना बड़ा तो मैंने कभी नहीं देखा था,It was a huge tortoise - so huge that I had never seen one like this before
9679,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,ऊदबिलाव बनने के गुण,These are the qualities to become a seal.
9678,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,तैरना सीखो,Learn to swim.
9677,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,अच्छे तरीके से तैरना सीखो,Learn to swim properly.
9676,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,ऐसा कि मछली पकड़ सको और किसी भी तरह के खतरे से बच सको,So that you can catch fish and stay away from any kind of danger.
9675,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,इसमें तुम्हारे झिल्लीदार पैर और लंबी चप्पू जैसी पूँछ तुम्हारी मदद करेगी,Your webbed feet and long paddle tail will help you in this.
9674,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,अपनी रोएँदार खाल का ध्यान रखो,Take care of your hairy skin.
9673,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,यह पानी को अन्दर नहीं जाने देता जिससे ठंडे पानी में तैरते समय भी तुम्हें गर्माहट महसूस होती है,"It does not allow water to go inside , and you can feel warmth even while swimming in cold water."
9672,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,मछलियों के बारे में जानना ज़रूरी है,It is important to know about fishes.
9671,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,धीरे - धीरे तुम्हें मछलियों की गंध और बदबूदार मछलियाँ भी अच्छी लगने लगेंगी,"Slowly , you will start liking the smell of fish and also smelly fishes."
9670,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,तुम्हें पानी में छोटी मछलियाँ और बड़ी मछलियाँ मिलेंगी,You will come across big fishes and small fishes.
9669,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,ऐसी मछलियाँ भी तुम देखोगे जो साँप की तरह लगती हैं,You 'll also see a fish that looks like a snake .
9668,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,यहाँ तक कि कुछ ऐसी भी होंगी जिनकी बिल्ली की तरह मूँछे होती हैं,There will be some who have whiskers like a cat.
9667,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,सभी मछलियों को पकड़ना आसान नहीं है,It is not easy to catch all fishes.
9666,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,"पर याद रखो , कभी भी मरी हुई मछली को मत खाना","But remember , never to eat dead fish . "
9665,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,नदी तुम्हारा घर है,The river is your home . 
9664,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,"यहीं , नदी के तट पर , तुम अपने परिवार के लिए माँद खोदोगे","Here , on the banks of the river , you will dig a nest for your family."
9663,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,"एक परिवार की तरह , तुम एक समूह में रहोगे","Like a family , you will be in a group ."
9662,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,तुम एक साथ शिकार करोगे और खेलोगे,You will all hunt together and eat together.. 
9661,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,तुम एक - दूसरे की रक्षा भी करोगे,You will also protect each other . 
9660,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,घर के बड़े बच्चों की रक्षा करेंगे,Elders will protect children of the house .
9659,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,"अपने बड़ों की बात सुनो , क्योंकि नदी के बारे में उन्हें सब कुछ पता है","Listen to your elders , because they know everything about the river .  "
9658,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,नदी तुम्हारा खेल का मैदान भी है,River is also field for your games.
9657,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,"यहाँ तुम्हारे खोदने के लिए रेत है , छिपने के लिए बहुत सारी जगहें हैं","Here there is sand for you to dig , there are lots of places for you to hide."
9656,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,चट्टानें भी हैं जिन पर लेट कर तुम झपकी ले सकते हो,Rocks are also there on which you can nap . 
9655,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,"नदी में और प्राणी भी होंगे , तुम्हें उनके साथ रहना सीखना होगा","There will be other animals in the river , you have to learn to live with them . "
9654,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,"तुम्हारे साथ नदी में विशाल बगुले , शर्मीले कछुए , अजीब से दिखने वाले हवासील , शांत रहने वाली बत्तखें और मनमौजी दुष्ट मगरमच्छ भी होंगे"," Big cranes, shy tortoises, strange looking pelicans, calm ducks and witty wicked crocodiles will also live with you in the river."
9653,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,दुष्ट मगरमच्छों को अकेले रहना पसंद है,Bad crocodiles like to stay alone.
9652,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,उन्हें परेशान मत करना,Don't trouble them.
9651,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,"मछुआरा तुम्हारा मित्र हो सकता है , पर उसके जाल से बचकर रहना",Fisherman can be your friend but stay away from his net.
9650,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,"अपने परिवार के भरण - पोषण के लिए , हमारी ही तरह मछुआरे को भी मछलियों की ज़रूरत होती है",To feed their families just like us the fishermen too need fishes.
9649,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,उनसे दूर ही रहना और फिर वह तुमसे दूर रहेगा,You stay away from them and it will stay away from you.
9648,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,ऐसी किसी भी चीज़ से दूर रहना जो नदी में नहीं रहती - वह तुमको पकड़ने के लिए बिछाया कोई जाल हो सकता है,"Stay away from any such thing which is not supposed to be in the river, it could be a trap to catch you."
9647,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,"किसी भी चमकती , धातु की वस्तु के पास मत जाना या कौतुहलवश उसे छूने की कोशिश मत करना","Don't go near any shiny, metallic thing,  dont' even try to play with it for even fun."
9646,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,नदी के जीवन में बदलाव आते रहते हैं,Changes keep coming in the life of a river.
9645,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,"हो सकता है कल तुम्हारे पसंदीदा रेतीले तट गायब हो जाएँ , वैसे ही जैसे हो सकता है , वे बारिश के मौसम में वापस दिखने लगें","Maybe tomorrow your favorite sand beach may disappear , just as they might,  start reappearing in the rainy season."
9644,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,तुमको बहुत शीघ्रता से सब सीखना होगा और अपनी सूझबूझ पर भरोसा रखना होगा,You will have to learn very quickly and put faith in your own sense . 
9643,Test User 1401 | How to be an Otter MT L3 | Hindi -> English,"याद रखो , नदी हमेशा तुम्हारा घर रहेगी",Remember the river will always be your home . 
9642,Test User 701 | Turtle Story MT L4 | Hindi -> English,कछुआ,Turtle
9641,Test User 701 | Turtle Story MT L4 | Hindi -> English,सुबह जब मेरी आँख खुली तो आसमान में सूरज चम - चम चमक रहा था,"When my eyes opened in the morning, the sun was shining brightly in the sky"
9640,Test User 701 | Turtle Story MT L4 | Hindi -> English,हैरान होकर मैंने अपने आसपास देखा,Surprised I looked around me
9639,Test User 701 | Turtle Story MT L4 | Hindi -> English,पहले तो चकरा गई कि मैं हूँ कहाँ फिर एकदम याद आया कि मैं एक छोटा सा समुद्री कछुआ हूँ - एक ऑलिव रिडले,"At first I got confused where I am and then I remembered that I am a small sea turtle - an olive ridley 
"
9638,Test User 701 | Turtle Story MT L4 | Hindi -> English,"एक असीम नीले संसार के बीचोंबीच , जिसे लोग सागर कहते हैं","In the middle of an infinitely blue world, which is called Sagar"
9637,Test User 701 | Turtle Story MT L4 | Hindi -> English,"चारों ओर नीला , हरा पानी लहरा रहा था और सूरज की किरणें बादलों के साथ खेल - ठिठोली कर रही थीं","Blue, green water was blowing all around and the rays of the sun were playing with the clouds"
9636,Test User 701 | Turtle Story MT L4 | Hindi -> English,मैनें अपने मीनपक्षों ( फ़्लिपर ) १ को पेट त¬ले समेटा और धारा में बह निकली,I put my men (flipper) 1 under the belly and flowed into the stream
9635,Test User 701 | Turtle Story MT L4 | Hindi -> English,मुझे नहीं मालूम था कि मैं कहाँ हूँ,I didn't know where I am
9634,Test User 701 | Turtle Story MT L4 | Hindi -> English,लेकिन जब आसपास नर्म - नर्म धूप बिछी हो और पेटपूजा हो चुकी हो तो ऐसी बातों की क्या चिंता,"But when the soft sunlight is spread around and the stomach is full of stomach, then why worry about such things
"
9633,Test User 701 | Turtle Story MT L4 | Hindi -> English,गुनगुनी धूप में मैं भी गुनगुनी हो गई,I also lukewarm in the lukewarm sun
9632,Test User 701 | Turtle Story MT L4 | Hindi -> English,एक नई स्फूर्ति आ गई थी मुझमें,I had a new spirit
9631,Test User 701 | Turtle Story MT L4 | Hindi -> English,काश कि मैं हमेशा - हमेशा के लिए यहीं रह सकती - सोच ही रही थी कि मछलियों का एक झुंड मेरे पास होकर तेज़ी से निकला,I wish I could stay here forever - thinking that a flock of fish came near me quickly 
9630,Test User 701 | Turtle Story MT L4 | Hindi -> English,एक बहुत बड़ी मछली उनके पीछे पड़ी थी,A big fish was behind them
9629,Test User 701 | Turtle Story MT L4 | Hindi -> English,बहुत भूखी लगती थी वह,She look very hungry
9628,Test User 701 | Turtle Story MT L4 | Hindi -> English,मेरा शक सही था,My doubt is right
9627,Test User 701 | Turtle Story MT L4 | Hindi -> English,जब उसकी नज़र मुझ पर पड़ी तो उसकी बाँछें खिल गईं,"When she saw me, she was happy"
9626,Test User 701 | Turtle Story MT L4 | Hindi -> English,भई वाह,Well
9625,Test User 701 | Turtle Story MT L4 | Hindi -> English,आज तो नन्हे कछुए का शोरबा मिलेगा खाने में,Today there will be a little tortoise broth to eat
9624,Test User 701 | Turtle Story MT L4 | Hindi -> English,शायद वह यही सोच रही थी,Maybe she was thinking this
9623,Test User 701 | Turtle Story MT L4 | Hindi -> English,१ ( फ़्लिपर ) कछुए के पर जिनके सहारे वह पानी में तैरता है,1 (flipper) on the turtle with which it floats in the water
